"DOTA_Tooltip_ability_special_bonus_unique_mars_spear_stun_duration"                      "+%value%s Spear of Mars Stun"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_2"                                    "+%value% Arcane Bolt Per Cast"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_3"                                    "%value%%% Ancient Seal Magic Resistance Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_4"                                    "Global Concussive Shot"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_5"                                    "+%value% Mystic Flare Damage"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_6"                                    "Arcane Bolt Pierces Spell Immunity"
"DOTA_Tooltip_ability_special_bonus_unique_skywrath_7"                                    "%value% AoE Ancient Seal"
"DOTA_Tooltip_ability_special_bonus_unique_medusa"                                        "+%value%s Stone Gaze Duration"
"DOTA_Tooltip_ability_special_bonus_unique_medusa_Description"                            "The duration of the stun is not affected."
"DOTA_Tooltip_ability_special_bonus_unique_medusa_2"                                      "+%value% Split Shot Targets"
"DOTA_Tooltip_ability_special_bonus_unique_medusa_3"                                      "+%value%%% Mystic Snake Mana Gain"
"DOTA_Tooltip_ability_special_bonus_unique_medusa_4"                                      "Split Shot Uses Modifiers"
"DOTA_Tooltip_ability_special_bonus_unique_medusa_4_Description"                          "Allows on-hit effects to apply to the secondary attacks from Split Shot."
"DOTA_Tooltip_ability_special_bonus_unique_medusa_5"                                      "-%value%s Mystic Snake Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi"                                     "+%value% Bloodlust AS"
"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_2"                                   "+%value% Fireblast Damage"
"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_4"                                   "+%value% Ignite DPS"
"DOTA_Tooltip_ability_special_bonus_unique_silencer"                                      "+%value% Arcane Curse Damage"
"DOTA_Tooltip_ability_special_bonus_unique_silencer_2"                                    "+%value% Permanent Intelligence Steal"
"DOTA_Tooltip_ability_special_bonus_unique_silencer_3"                                    "+%value%%% Glaives of Wisdom Damage"
"DOTA_Tooltip_ability_special_bonus_unique_silencer_4"                                    "+%value%s Global Silence"
"DOTA_Tooltip_ability_special_bonus_unique_silencer_5"                                    "+%value%s Glaives Silence"
"DOTA_Tooltip_ability_special_bonus_unique_silencer_6"                                    "+%value%%% Arcane Curse Slow"
"DOTA_Tooltip_ability_special_bonus_unique_death_prophet"                                 "+%value% Exorcism Spirits"
"DOTA_Tooltip_ability_special_bonus_unique_death_prophet_2"                               "-%value%s Crypt Swarm Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_death_prophet_3"                               "+%value%%% Max Health Spirit Siphon"
"DOTA_Tooltip_ability_special_bonus_unique_death_prophet_4"                               "Exorcism Grants Haste"
"DOTA_Tooltip_ability_special_bonus_unique_death_prophet_4_Description"                   "While Exorcism is active, Death Prophet moves at 550 movement speed and cannot be slowed."
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin"                              "Triple Strike Stifling Dagger"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_Description"                  "Launches a two extra Stifling Daggers towards random visible enemies within the cast range."
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_2"                            "+%value%%% Coup de Grace chance"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_3"                            "+%value%%% Blur Evasion"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_4"                            "+%value%%% Coup de Grace Critical Damage"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_5"                            "+%value%s Stifling Dagger Slow"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_6"                            "+%value% Phantom Strike Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_phantom_assassin_7"                            "-%value%s Stifling Dagger Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_riki_1"                                        "+%value% Backstab Multiplier"
"DOTA_Tooltip_ability_special_bonus_unique_riki_2"                                        "-%value%s Smoke Screen Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_riki_3"                                        "+%value% Blink Strike Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_riki_4"                                        "+%value% Tricks of the Trade AoE"
"DOTA_Tooltip_ability_special_bonus_unique_riki_5"                                        "Cloak and Dagger Doesn't Reveal"
"DOTA_Tooltip_ability_special_bonus_unique_riki_5_Description"                            "No actions take Riki out of invisibility, only revealed by sources of True Sight."
"DOTA_Tooltip_ability_special_bonus_unique_riki_6"                                        "-%value% Tricks of the Trade Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_riki_7"                                        "+%value% Smoke Screen AoE"
"DOTA_Tooltip_ability_special_bonus_unique_tusk"                                          "+%value%%% Walrus Punch Crit"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_2"                                        "+%value% Snowball Damage"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_3"                                        "+%value% Snowball Speed"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_4"                                        "%value%%% Chance Walrus Punch"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_4_Description"                            "Walrus Punch gains a chance to be triggered on normal attacks, independent of mana cost or cooldown."
"DOTA_Tooltip_ability_special_bonus_unique_tusk_5"                                        "-%value%s Ice Shards Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_6"                                        "-%value%s Snowball Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_tusk_7"                                        "+%value%s Walrus Punch Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_1"                                      "+%value% Shrapnel DPS"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_2"                                      "+%value% Shrapnel Charges"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_3"                                      "+%value% Knockback Distance Headshot"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_4"                                      "-%value%s Assassinate Cast Time"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_5"                                      "%value%%% Shrapnel Slow"
"DOTA_Tooltip_ability_special_bonus_unique_sniper_6"                                      "+%value% Take Aim Range"
"DOTA_Tooltip_ability_special_bonus_unique_magnus"                                        "-%value%s Shockwave Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_magnus_2"                                      "+%value%%% Empower Damage/Cleave"
"DOTA_Tooltip_ability_special_bonus_unique_magnus_3"                                      "+%value% Skewer Range"
"DOTA_Tooltip_ability_special_bonus_unique_magnus_4"                                      "+%value% Shockwave Damage"
"DOTA_Tooltip_ability_special_bonus_unique_magnus_5"                                      "+%value%s Reverse Polarity Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_magnus_6"                                      "+%value%s Shockwave Slow Duration"
"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit"                                  "+%value% Rolling Boulder Damage"
"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_2"                                "Geomagnetic Grip Targets Allies"
"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_3"                                "+%value%s Rolling Boulder Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_4"                                "+%value% Rolling Boulder Distance"
"DOTA_Tooltip_ability_special_bonus_unique_earth_spirit_5"                                "+%value% Geomagnetic Grip Silence"
"DOTA_Tooltip_ability_special_bonus_unique_huskar"                                        "+%value% Life Break Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_huskar_2"                                      "+%value% Burning Spears DPS"
"DOTA_Tooltip_ability_special_bonus_unique_huskar_3"                                      "%value% Inner Vitality Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_huskar_4"                                      "+%value% Max Damage Berserker's Blood"
"DOTA_Tooltip_ability_special_bonus_unique_huskar_5"                                      "Burning Spears Pure Damage"
"DOTA_Tooltip_ability_special_bonus_unique_huskar_5_Description"                          "Pierces Spell Immunity."
"DOTA_Tooltip_ability_special_bonus_unique_huskar_6"                                      "+%value%%% Berserker's Blood Regen"
"DOTA_Tooltip_ability_special_bonus_unique_naga_siren"                                    "+%value% Mirror Image Illusion"
"DOTA_Tooltip_ability_special_bonus_unique_naga_siren_2"                                  "-%value%s Ensnare Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_naga_siren_3"                                  "%value% Rip Tide Armor"
"DOTA_Tooltip_ability_special_bonus_unique_naga_siren_4"                                  "+%value%%% Mirror Image Damage"
"DOTA_Tooltip_ability_special_bonus_unique_oracle"                                        "+%value% False Promise Duration"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_2"                                      "+%value%s Fortune's End Duration"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_3"                                      "-%value%s Fate's Edict Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_4"                                      "False Promise Invisibility"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_4_Description"                          "The target of False Promise also becomes invisible for the duration (with a 0.6 second fade time)."
"DOTA_Tooltip_ability_special_bonus_unique_oracle_5"                                      "-%value%s Purifying Flames Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_6"                                      "-%value%s False Promise Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_oracle_7"                                      "-%value%s Fortune's End Max Channel Time"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king"                                     "+%value% Epicenter Pulses"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_2"                                   "+%value% Sand Storm DPS"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_3"                                   "%value% Epicenter Attack Slow"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_4"                                   "%value%%% Sand Storm Slow and Blind"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_4_Description"                       "Enemy units in range of Sand Storm have their movement speed slowed by %value%%% and miss %value%%% of their attacks."
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_5"                                   "+%value% Epicenter Damage Per Pulse"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_6"                                   "+%value%%% Caustic Finale Slow"
"DOTA_Tooltip_ability_special_bonus_unique_sand_king_7"                                   "-%value%s Burrowstrike Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_1"                                "+%value% Demonic Purge Damage"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_2"                                "-%value%s Soul Catcher Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_3"                                "-%value%s Shadow Poison Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_4"                                "+%value%%% Shadow Poison Damage"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_5"                                "+5s Disruption Banish Duration"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_6"                                "Soul Catcher Creates 2 Illusion On Death"
"DOTA_Tooltip_ability_special_bonus_unique_shadow_demon_7"                                "%value% Charges of Disruption"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_1"                                 "+%value%%% Multishot Damage"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_2"                                 "+%value% Gust Distance/Knockback"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_3"                                 "+%value% Marksmanship Chance"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_4"                                 "+%value%s Gust Silence Duration"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_5"                                 "+%value%%% Gust Blind"
"DOTA_Tooltip_ability_special_bonus_unique_drow_ranger_6"                                 "-%value%s Multishot Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_slardar"                                       "+%value%s Slithereen Crush Stun"
"DOTA_Tooltip_ability_special_bonus_unique_slardar_2"                                     "+%value% Bash Damage"
"DOTA_Tooltip_ability_special_bonus_unique_slardar_3"                                     "Corrosive Haze Undispellable"
"DOTA_Tooltip_ability_special_bonus_unique_slardar_4"                                     "-%value%s Slithereen Crush Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_slardar_5"                                     "%value% Corrosive Haze Armor"
"DOTA_Tooltip_ability_special_bonus_unique_lina_1"                                        "-%value%s Dragon Slave Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lina_2"                                        "+%value%/%value2%%% Fiery Soul Per Stack"
"DOTA_Tooltip_ability_special_bonus_unique_lina_3"                                        "+%value% Light Strike Array Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lina_4"                                        "+%value% Light Strike AoE"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_1"                          "%value% Charges of Cold Feet"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_2"                          "+%value% Chilling Touch Damage"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_3"                          "-%value%s Ice Vortex Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_4"                          "%value%%% Ice Vortex Slow/Resistance"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_5"                          "+%value%%% Ice Blast Kill Threshold"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_6"                          "%value% AoE Cold Feet"
"DOTA_Tooltip_ability_special_bonus_unique_ancient_apparition_7"                          "+%value% Chilling Touch Attack Range"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor"                                     "+%value% Thunder Strike Hits"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_2"                                   "-%value%s Kinetic Field Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_3"                                   "+%value% Thunder Strike Damage"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_4"                                   "-%value%s Glimpse Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_5"                                   "+%value%s Kinetic Field Duration"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_6"                                   "Kinetic Field Grants True Sight"
"DOTA_Tooltip_ability_special_bonus_unique_disruptor_7"                                   "+%value%s Static Storm Duration"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_1"                                  "%value% Homing Missile Charges"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_2"                                  "+%value% Flak Cannon Attacks"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_3"                                  "+%value% Rocket Barrage Damage"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_4"                                  "-%value%s Call Down Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_5"                                  "Global Call Down"
"DOTA_Tooltip_ability_special_bonus_unique_gyrocopter_6"                                  "+%value%s Homing Missile Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light"                           "+%value% Illuminate Damage/Heal"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_2"                         "+%value% Chakra Magic Mana"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_3"                         "+%value% Will-O-Wisp Flicker"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_4"                         "+%value% Will-O-Wisp Health Count"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_5"                         "-%value%s Blinding Light Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_6"                         "+%value% Will-O-Wisp AOE"
"DOTA_Tooltip_ability_special_bonus_unique_keeper_of_the_light_7"                         "-%value%s Chakra Magic Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander"                              "+%value% Duel Damage Bonus"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander_2"                            "-%value%s Press The Attack Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander_3"                            "+%value%%% Moment Proc Chance"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander_4"                            "+%value% Overwhelming Odds Hero Damage"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander_5"                            "%value% AoE Press The Attack"
"DOTA_Tooltip_ability_special_bonus_unique_legion_commander_6"                            "-%value%s Overwhelming Odds Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_puck"                                          "+%value%%% Illusory Orb Distance/Speed"
"DOTA_Tooltip_ability_special_bonus_unique_puck_2"                                        "-%value%s Waning Rift Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_puck_3"                                        "Dream Coil Rapid Fire"
"DOTA_Tooltip_ability_special_bonus_unique_puck_3_Description"                            "Puck instantly attacks all enemies while affected by Dream Coil, every %value% seconds."
"DOTA_Tooltip_ability_special_bonus_unique_puck_4"                                        "+%value% Waning Rift Damage"
"DOTA_Tooltip_ability_special_bonus_unique_puck_5"                                        "Phase Shift Attack"
"DOTA_Tooltip_ability_special_bonus_unique_puck_5_Description"                            "Puck instantly attacks all enemies upon casting Phase Shift, within attack range + 200."
"DOTA_Tooltip_ability_special_bonus_unique_puck_6"                                        "+%value% Waning Rift AoE and Range"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_1"                                       "+%value%%% Life Drain Heal"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_2"                                       "+%value% Nether Blast Damage"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_3"                                       "+%value% Netherward Damage Per Mana"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_4"                                       "-%value%s Netherblast Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_5"                                       "+%value%s Decrepify Duration"
"DOTA_Tooltip_ability_special_bonus_unique_pugna_6"                                       "+%value% Nether Ward Health"
"DOTA_Tooltip_ability_special_bonus_unique_timbersaw"                                     "+%value%%% Whirling Death Attribute Reduction"
"DOTA_Tooltip_ability_special_bonus_unique_timbersaw_2"                                   "+%value% Reactive Armor Stacks"
"DOTA_Tooltip_ability_special_bonus_unique_timbersaw_3"                                   "+%value% Timber Chain Range"
"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker"                                   "-%value%s Blood Rite Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_2"                                 "+%value% Blood Rite Damage"
"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_3"                                 "+%value% Rupture Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_4"                                 "+%value% Max Thirst MS"
"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_5"                                 "+%value% Bloodrage Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_outworld_devourer"                             "+%value%%% Arcane Orb Damage"
"DOTA_Tooltip_ability_special_bonus_unique_outworld_devourer_2"                           "+%value%%% Mind Over Matter Slow"
"DOTA_Tooltip_ability_special_bonus_unique_outworld_devourer_3"                           "+%value% Astral Imprisonment Damage"
"DOTA_Tooltip_ability_special_bonus_unique_outworld_devourer_4"                           "+%value% Sanity's Eclipse Mana Difference Multiplier"
"DOTA_Tooltip_ability_special_bonus_unique_broodmother_1"                                 "+%value% Insatiable Hunger Damage/Lifesteal"
"DOTA_Tooltip_ability_special_bonus_unique_broodmother_2"                                 "+%value% Spiders Health"
"DOTA_Tooltip_ability_special_bonus_unique_broodmother_3"                                 "+%value% Spawn Spiderlings Damage"
"DOTA_Tooltip_ability_special_bonus_unique_broodmother_4"                                 "+%value% Spiders Attack Damage"
"DOTA_Tooltip_ability_special_bonus_unique_chen_1"                                        "+%value% Holy Persuasion Max Units"
"DOTA_Tooltip_ability_special_bonus_unique_chen_2"                                        "+%value% Hand of God Heal"
"DOTA_Tooltip_ability_special_bonus_unique_chen_3"                                        "-%value%s Divine Favor Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_chen_4"                                        "+%value% Holy Persuasion Minimum Health"
"DOTA_Tooltip_ability_special_bonus_unique_chen_5"                                        "+%value% Holy Persuasion Damage"
"DOTA_Tooltip_ability_special_bonus_unique_chen_6"                                        "-%value%s Divine Favor Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_chen_7"                                        "-%value%s Hand of God Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_1"                                  "+%value% Spirit Bear Damage"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_2"                                  "+%value% Spirit Bear Armor"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_3"                                  "+%value%s Entangle Duration"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_4"                                  "-%value% Savage Roar Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_5"                                  "+%value%%% Spirit Bear Magic Resistance"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_6"                                  "+%value% Spirit Link Attack Speed"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_7"                                  "+%value% True Form Health"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_8"                                  "-%value%s True Form Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_9"                                  "0 Entangle Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_10"                                 "%value% Spirit Bear Attack Time"
"DOTA_Tooltip_ability_special_bonus_unique_lone_druid_11"                                 "+%value% Spirit Bear Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_wisp"                                          "+%value% Spirits Hero Damage"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_2"                                        "Tether Stuns"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_3"                                        "+%value% Spirits Max Range"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_4"                                        "Attack Tethered Ally's Target"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_4_Description"                            "While tethered to a friendly Hero, each time that Hero attacks, Io will attack the same target automatically."
"DOTA_Tooltip_ability_special_bonus_unique_wisp_5"                                        "Tether Grants Scepter Bonus"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_5_Description"                            "While tethered to a friendly Hero, that Hero gains its Aghanim's Scepter ability upgrades for the duration."
"DOTA_Tooltip_ability_special_bonus_unique_wisp_6"                                        "-%value%s Relocate Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_wisp_7"                                        "Spirits Apply Slow"
"DOTA_Tooltip_ability_special_bonus_unique_techies"                                       "+%value% Blast Off! Damage"
"DOTA_Tooltip_ability_special_bonus_unique_techies_2"                                     "+%value% Extra Minefield Sign"
"DOTA_Tooltip_ability_special_bonus_unique_techies_3"                                     "-%value%s Proximity Mines Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_techies_4"                                     "+%value% Mines Movement Speed"
"DOTA_Tooltip_ability_special_bonus_unique_techies_4_Description"                         "All mines, including Stasis Traps, can be ordered to move to a location once placed."
"DOTA_Tooltip_ability_special_bonus_unique_techies_5"                                     "-%value%s Blast Off! Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden"                                    "+%value% Spark Wraith Damage"
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden_2"                                  "+%value%s Flux Duration"
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden_3"                                  "-%value%s Spark Wraith Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden_4"                                  "Global Flux"
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden_4_Description"                      "Affects visible units only."
"DOTA_Tooltip_ability_special_bonus_unique_arc_warden_5"                                  "+%value% Flux Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_meepo"                                         "-%value%s Poof Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_meepo_2"                                       "+%value% Poof Damage"
"DOTA_Tooltip_ability_special_bonus_unique_meepo_3"                                       "-%value%s Earthbind Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_meepo_4"                                       "+%value% Earthbind Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king"                                   "+%value%%% Boundless Strike Crit"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_2"                                 "+%value% Jingu Mastery Damage"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_3"                                 "+%value% Primal Spring Damage"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_4"                                 "+%value% Armor Wukong's Command"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_5"                                 "+%value% Tree Dance Vision AoE"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_6"                                 "Additional Wukong's Command Ring"
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_6_Description"                     "Creates an additional ring of %value2% soldiers at %value% range from the center."
"DOTA_Tooltip_ability_special_bonus_unique_monkey_king_7"                                 "+%value% Tree Dance Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_1"                                 "+%value% Shadow Realm Max Damage"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_2"                                 "+%value% Terrorize Duration"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_3"                                 "-%value%s Bramble Maze CD"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_4"                                 "+%value% Bedlam Damage"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_5"                                 "-%value%s Shadow Realm Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_dark_willow_6"                                 "+%value%s Cursed Crown Stun Duration"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_2"                                   "%value%s Shield Crash CD in Ball"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_3"                                   "+%value% Swashbuckle Damage"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_4"                                   "%value%s Swashbuckle Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_5"                                   "-%value%s Rolling Thunder Cooldown"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_6"                                   "+%value%s Rolling Thunder Duration"
"DOTA_Tooltip_ability_special_bonus_unique_pangolier_7"                                   "+%value% Swashbuckle Slash Range"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_1"                                  "+%value% Ink Swell Radius"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_2"                                  "+%value%%% Stroke of Fate Damage"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_3"                                  "+%value% Stroke of Fate Cast Range"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_4"                                  "+%value% Hits to Kill Phantom"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_5"                                  "+%value% Ink Swell Max Damage"
"DOTA_Tooltip_ability_special_bonus_unique_grimstroke_6"                                  "+%value%%% Ink Swell Movement Speed"
